,,MN,MN,MN,MN,MN,MN,MN,0,G1,G1,G1,G1,G1,G1,G1,,NH,NH,NH,NH,NH,NH,NH,1,G2,G2,G2,G2,G2,G2,G2,,DD,DD,DD,DD,DD,DD,DD,0,G3,G3,G3,G3,G3,G3,G3,,SH,SH,SH,SH,SH,SH,SH,0,G4,G4,G4,G4,G4,G4,G4
2-Feb-13,8:31:00,,C,,M,N,,,0,,,,,,,,,,,,,,S,,1,,,,,,,,,,,,,,,T,0,,,,,,,,,A,,L,,,,,0,,,,,,,
2-Feb-13,8:31:22,,C,,M,N,,,0,,,,,,,,,,,,,,,,1,,,,,,S>,,,,,,,,,T,0,,,,,,,,,A,,L,,,,,0,,,,,,,
2-Feb-13,8:31:45,,C,,M,N,,,0,,,,,,,,,,,,,,,,1,,,,,,S>,,,,,L,,,,T,0,,,,,,,,,A,,,,,,,0,,,,,,,
2-Feb-13,8:32:00,,C,,M,N,,,0,,,,,,,,,,,,,,,,1,,,,,,S>,,,,,L,,,,T,0,,,,,,,,,A,,,,,,,0,,,,,,,
2-Feb-13,8:32:15,,C,,M,N,,,0,,,,,,,,,,,,,,S,,1,,,,,,,,,,,L,,,,T,0,,,,,,,,,A,,,,,,,0,,,,,,,
2-Feb-13,8:33:00,,C,,M,N,,,0,,,,,,,,,,,,,,S,,1,,,,,,,,,,,L,,,,T,0,,,,,,,,,A,,,,,,,0,,,,,,,
2-Feb-13,8:33:23,,C,,M,N,,,0,,,,,,,,,,,,,,S,,1,,,,,,,,,,,,,,,T,0,,,,,,,,,A,,L,,,,,0,,,,,,,
2-Feb-13,8:34:00,,C,,M,N,,,0,,,,,,,,,,,,,,S,,1,,,,,,,,,,,,,,,T,0,,,,,,,,,A,,L,,,,,0,,,,,,,
2-Feb-13,8:34:01,,C,,M,N,,,0,,,,,,,,,,,,,,S,,1,,,,,,,,,A,,,,,,T,0,,,,,,,,,,,L,,,,,0,,,,,,,
2-Feb-13,8:34:05,,C,,M,N,,,0,,,,,,,,,,,,,,S,,1,,,,,,,,,A,,,,,,,0,,,,,,,,,,,L,,,,T,0,,,,,,,
2-Feb-13,8:34:10,,C,,M,N,,,0,,,,,,,,,,,,,,S,,1,,,,,,,,,,,,,,,,0,,,,,,,,,A,,L,,,,T,0,,,,,,,
2-Feb-13,8:34:18,,C,,M,N,,,0,,,,,,,,,,,,,,S,,1,,,,,,,,,,,L,,,,,0,,,,,,,,,A,,,,,,T,0,,,,,,,
2-Feb-13,8:34:32,,C,,M,N,,,0,,,,,,,,,,,,,,S,,1,,,,,,,,,,,,,,,,0,,,,,,,,,A,,L,,,,T,0,,,,,,,
2-Feb-13,8:34:33,A,C,,M,N,,,0,,,,,,,,,,,,,,S,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,L,,,,T,0,,,,,,,
2-Feb-13,8:34:34,A,C,,M,N,,T,0,,,,,,,,,,,,,,S,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,L,,,,,0,,,,,,,
2-Feb-13,8:34:41,A,C,L,M,N,,T,0,,,,,,,,,,,,,,S,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:34:42,A,C,L,M,N,S,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:34:59,A,C,L,M,N,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,
2-Feb-13,8:35:00,A,C,L,M,N,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,
2-Feb-13,8:36:00,A,C,L,M,N,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,
2-Feb-13,8:36:22,A,C,L,M,N,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,,,,,0,,,,,,,
2-Feb-13,8:36:22,A,C,L,M,N,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,
2-Feb-13,8:36:36,A,C,,M,N,,T,0,,,,,,,,,,,L,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,
2-Feb-13,8:36:57,A,C,,,N,,T,0,,,,,,,,,,,L,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,S,,0,,,,,,,
2-Feb-13,8:37:00,A,C,,,N,,T,0,,,,,,,,,,,L,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,S,,0,,,,,,,
2-Feb-13,8:37:05,A,C,,M,N,,T,0,,,,,,,,,,,L,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,
2-Feb-13,8:38:00,A,C,,M,N,,T,0,,,,,,,,,,,L,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,
2-Feb-13,8:38:11,A,C,L,M,N,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,
2-Feb-13,8:38:45,A,C,L,M,N,,,0,,,,,,,,,,,,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,
2-Feb-13,8:39:00,A,C,L,M,N,,,0,,,,,,,,,,,,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,
2-Feb-13,8:39:22,A,C,,M,N,,,0,,,,,,,,,,,L,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,
2-Feb-13,8:39:22,,C,,M,N,,,0,,,,,,,,,A,,L,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,
2-Feb-13,8:39:39,,C,L,M,N,,,0,,,,,,,,,A,,,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,
2-Feb-13,8:39:44,A,C,L,M,N,,,0,,,,,,,,,,,,,,,T,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,
2-Feb-13,8:39:46,A,C,L,M,N,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,
2-Feb-13,8:40:00,A,C,L,M,N,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,
2-Feb-13,8:40:08,A,C,L,M,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,,<N,,
2-Feb-13,8:40:09,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,<M,<N,,
2-Feb-13,8:40:15,A,C,,,,,T,0,,,,,,,,,,,L,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,<M,<N,,
2-Feb-13,8:40:16,A,C,,,,,T,0,,,,,,,,,,,L,,,,,1,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,,,,,0,,,,<M,<N,,
2-Feb-13,8:40:21,A,C,,,,,T,0,,,,,,,,,,,L,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,<M,<N,,
3-Feb-13,8:40:38,A,C,,,,,T,0,,,,,,,,,,,L,,,,,1,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,,,,,0,,,,<M,<N,,
2-Feb-13,8:40:50,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,,,,,0,,,,<M,<N,,
2-Feb-13,8:41:00,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,,,,,0,,,,<M,<N,,
2-Feb-13,8:41:03,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,,,,0,,,,,<N,,
2-Feb-13,8:41:06,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,M,N,,,0,,,,,,,
2-Feb-13,8:41:08,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,M,N,,,0,,,,,,,
2-Feb-13,8:41:18,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,N,S,,0,,,,,,,
2-Feb-13,8:41:20,A,C,L,,N,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,,S,,0,,,,,,,
2-Feb-13,8:41:23,A,C,L,M,N,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,
2-Feb-13,8:41:27,A,C,L,M,N,S,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:41:33,A,C,L,M,,S,T,0,,,,,,,,,,,,,N,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:41:45,A,C,L,,,S,T,0,,,,M>,,,,,,,,,N,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:41:47,A,C,L,,,,T,0,,,,M>,,,,,,,,,N,S,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:41:55,A,C,L,M,,,T,0,,,,,,,,,,,,,N,S,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:41:56,A,C,L,M,N,,T,0,,,,,,,,,,,,,,S,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:42:00,A,C,L,M,N,,T,0,,,,,,,,,,,,,,S,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:42:09,A,C,L,M,,,T,0,,,,,,,,,,,,,,S,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,,,0,,,,,,,
2-Feb-13,8:42:18,A,C,L,M,,,T,0,,,,,,,,,,,,,,S,,1,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:42:36,A,C,L,M,,,T,0,,,,,,,,,,,,,,S,,1,,,,,<N,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:42:41,A,C,L,M,,,T,0,,,,,,,,,,,,,,S,,1,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:42:42,A,C,L,M,,,T,0,,,,,,,,,,,,,,,,1,,,,,,S>,,,,,,,N,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:42:54,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,S>,,,,,,,N,,,0,,,,,,,,,,,,,,,,0,,,,<M,,,
2-Feb-13,8:43:00,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,S>,,,,,,,N,,,0,,,,,,,,,,,,,,,,0,,,,<M,,,
2-Feb-13,8:43:02,A,C,L,M,,,T,0,,,,,,,,,,,,,,,,0,,,,,,S>,,,,,,,N,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:43:14,A,C,L,M,,,T,0,,,,,,,,,,,,,,S,,1,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:43:18,A,C,L,M,,,T,0,,,,,,,,,,,,,,S,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,,,0,,,,,,,
2-Feb-13,8:43:36,A,C,L,,,,T,0,,,,,,,,,,,,,,S,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,N,,,0,,,,,,,
2-Feb-13,8:43:54,A,C,L,,,S,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,N,,,0,,,,,,,
2-Feb-13,8:43:56,A,C,L,M,,S,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,,,0,,,,,,,
2-Feb-13,8:43:57,A,C,L,M,N,S,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:44:00,A,C,L,M,N,S,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:44:36,A,C,L,M,,S,T,0,,,,,,,,,,,,,N,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:44:44,A,C,L,,,S,T,0,,,,M>,,,,,,,,,N,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:44:48,A,C,L,,,S,T,0,,,,M>,,,,,,,,,,,,1,,,,,N>,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:44:51,A,C,L,,,S,T,0,,,,,,,,,,,,M,,,,1,,,,,N>,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:44:58,A,C,,,,S,T,0,,,,,,,,,,,,M,,,,1,,,,,N>,,,,,,,,,,,0,,,,,,,,,,,L,,,,,0,,,,,,,
2-Feb-13,8:45:00,A,C,,,,S,T,0,,,,,,,,,,,,M,,,,1,,,,,N>,,,,,,,,,,,0,,,,,,,,,,,L,,,,,0,,,,,,,
2-Feb-13,8:45:13,A,C,L,,,,T,0,,,,,,,,,,,,M,,S,,1,,,,,N>,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:45:17,A,C,l,,,,T,0,,,,,,,,,,,,,,S,,1,,,,M>,N>,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:45:23,A,C,L,,,,T,0,,,,,,,,,,,,M,,S,,1,,,,,N>,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:45:44,A,C,L,,,,T,0,,,,,,,,,,,,M,N,S,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:45:54,A,C,L,,N,,T,0,,,,,,,,,,,,M,,S,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:45:55,A,C,L,M,N,,T,0,,,,,,,,,,,,,,S,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:45:56,A,C,L,M,N,S,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:46:00,A,C,L,M,N,S,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:46:14,A,C,L,M,N,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,
2-Feb-13,8:46:15,A,C,L,,N,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,<M,,,
2-Feb-13,8:46:21,A,C,L,,N,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,,,,,0,,,,<M,,,
2-Feb-13,8:46:27,A,C,L,M,N,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,,,,,0,,,,,,,
2-Feb-13,8:46:37,A,C,L,M,,,T,0,,,,,,,,,,,,,N,,,1,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,,,,,0,,,,,,,
2-Feb-13,8:46:40,A,C,L,,,,T,0,,,,,,,,,,,,M,N,,,1,,,,,,,,,,,,,,,,0,,,,,,<S,,,,,,,,,,0,,,,,,,
2-Feb-13,8:46:44,A,C,L,,,,T,0,,,,,,,,,,,,M,N,,,1,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:46:51,A,C,L,,,,T,0,,,,,,,,,,,,M,N,,,1,,,,,,,,,,,,,,,,0,,,,,,S>,,,,,,,,,,0,,,,,,,
2-Feb-13,8:46:54,A,C,L,,,,T,0,,,,,,,,,,,,,N,,,1,,,,M>,,,,,,,,,,,,0,,,,,,S>,,,,,,,,,,0,,,,,,,
2-Feb-13,8:47:00,A,C,L,,,,T,0,,,,,,,,,,,,,N,,,1,,,,M>,,,,,,,,,,,,0,,,,,,S>,,,,,,,,,,0,,,,,,,
2-Feb-13,8:47:14,A,C,L,,,,T,0,,,,,,,,,,,,,N,,,1,,,,M>,,,,,,,,,,S,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:47:21,A,C,L,,,,T,0,,,,,,,,,,,,,N,,,1,,,,M>,,,,,,,,,,,,0,,,,,,S>,,,,,,,,,,0,,,,,,,
2-Feb-13,8:47:29,A,C,L,,,,T,0,,,,,,,,,,,,M,N,,,1,,,,,,,,,,,,,,,,0,,,,,,S>,,,,,,,,,,0,,,,,,,
2-Feb-13,8:47:41,A,C,L,,,,T,0,,,,,,,,,,,,M,N,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,
2-Feb-13,8:47:43,A,C,L,,,,T,0,,,,,,,,,,,,M,,,,1,,,,,N>,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,
2-Feb-13,8:47:50,A,C,L,,,S,T,0,,,,,,,,,,,,M,,,,1,,,,,N>,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:47:57,A,C,L,,,S,T,0,,,,,,,,,,,,M,N,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:48:00,A,C,L,,,S,T,0,,,,,,,,,,,,M,N,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:48:07,A,C,L,,N,S,T,0,,,,,,,,,,,,M,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:48:08,A,C,L,,N,,T,0,,,,,,,,,,,,M,,S,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:48:22,A,C,L,,N,S,T,0,,,,,,,,,,,,M,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:48:23,A,C,L,M,N,S,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,
2-Feb-13,8:48:29,A,C,L,M,N,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,S,,0,,,,,,,
2-Feb-13,8:48:30,A,C,L,M,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,S,,0,,,,,,,
2-Feb-13,8:48:31,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,N,S,,0,,,,<M,,,
2-Feb-13,8:48:34,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,,N,,,0,,,,<M,,,
2-Feb-13,8:48:38,,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,S,,0,,,,,,,,,A,,,,N,,,0,,,,<M,,,
2-Feb-13,8:48:43,,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,S,,0,,,,,<N,,,,A,,,,,,,0,,,,<M,,,
2-Feb-13,8:48:45,,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,<N,,,,A,,,,,S,,0,,,,<M,,,
2-Feb-13,8:48:46,,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,<N,,,,A,,,M,,S,,0,,,,,,,
2-Feb-13,8:48:54,,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,N,,,0,,,,,,,,,A,,,M,,S,,0,,,,,,,
2-Feb-13,8:48:56,,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,N,S,,0,,,,,,,,,A,,,M,,,,0,,,,,,,
2-Feb-13,8:48:59,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,M,,,,0,,,,,,,
2-Feb-13,8:49:00,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,M,,,,0,,,,,,,
2-Feb-13,8:49:11,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,S,,0,,,,,,,
2-Feb-13,8:49:14,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,N,S,,0,,,,,,,
2-Feb-13,8:49:19,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,<N,,,,,,,M,,S,,0,,,,,,,
2-Feb-13,8:49:32,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,S,,0,,,,,,,
2-Feb-13,8:49:44,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,<N,,,,,,,,,,,0,,,,,,,,,,,,M,,S,,0,,,,,,,
2-Feb-13,8:49:47,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,S,,0,,,,,,,
2-Feb-13,8:50:00,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,S,,0,,,,,,,
2-Feb-13,8:50:35,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,N>,,,,,,,M,,S,,0,,,,,,,
2-Feb-13,8:51:00,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,N>,,,,,,,M,,S,,0,,,,,,,
2-Feb-13,8:51:08,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,S,,0,,,,,,,
2-Feb-13,8:51:36,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,N,S,,0,,,,,,,
2-Feb-13,8:51:50,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,S,,0,,,,,,,,,,,,M,N,,,0,,,,,,,
2-Feb-13,8:51:59,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,N,S,,0,,,,,,,
2-Feb-13,8:52:00,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,S,,0,,,,,,,
2-Feb-13,8:52:25,A,,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,S,,0,,<C,,,,,
2-Feb-13,8:52:26,A,,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,N,,,0,,,,,,<S,,,,,,M,,,,0,,<C,,,,,
2-Feb-13,8:52:45,A,,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,N>,<S,,,,,,M,,,,0,,<C,,,,,
2-Feb-13,8:52:52,A,,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,N,,,0,,,,,,<S,,,,,,M,,,,0,,<C,,,,,
2-Feb-13,8:53:00,A,,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,N,,,0,,,,,,<S,,,,,,M,,,,0,,<C,,,,,
2-Feb-13,8:53:06,A,,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,N,S,,0,,,,,,,,,,,,M,,,,0,,<C,,,,,
2-Feb-13,8:53:18,A,,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,S,,0,,<C,,,,,
2-Feb-13,8:53:23,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,S,,0,,,,,,,
2-Feb-13,8:53:24,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,N>,,,,,,,M,,S,,0,,,,,,,
2-Feb-13,8:53:30,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,S,,0,,,,,,,
2-Feb-13,8:53:38,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,N>,,,,,,,M,,S,,0,,,,,,,
2-Feb-13,8:53:46,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,S,,0,,,,,,,
2-Feb-13,8:53:49,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,N>,,,,,,,M,,S,,0,,,,,,,
2-Feb-13,8:53:59,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,S,,0,,,,,,,
2-Feb-13,8:54:00,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,S,,0,,,,,,,
2-Feb-13,8:54:25,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,N,S,,0,,,,,,,
2-Feb-13,8:54:52,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,<N,,,,,,,M,,S,,0,,,,,,,
2-Feb-13,8:55:00,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,<N,,,,,,,M,,S,,0,,,,,,,
2-Feb-13,8:55:01,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,N,,,0,,,,,,,,,,,,M,,S,,0,,,,,,,
2-Feb-13,8:55:21,A,C,L,,,,T,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,N,S,,0,,,,,,,
2-Feb-13,8:56:00,A,C,L,,,,T,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,M,N,S,,0,,,,,,,
